indexInDoc	token	posTag	
5529	conducive	JJ	
5530	as	IN	
5531	it	PRP	
5532	might	MD	
5533	seem	VB	
5534	While	IN	
5535	many	JJ	
5536	have	VBP	
5537	the	DT	
5538	impression	NN	
5539	the	DT	
5540	country	NN	
5541	s	??	POS
5542	startup	??	NN
5543	landscape	NN	
5544	is	VBZ	
5545	teeming	VBG	
5546	with	IN	
5547	opportunity	NN	
5548	there	EX	
5549	are	VBP	
5550	some	DT	
5551	who	WP	
5552	remain	VBP	
5553	skeptical	JJ	
5554	of	IN	
5555	its	PRP$	
5556	true	JJ	
5557	offerings	NNS	
5558	One	CD	
5559	such	JJ	
5560	entrepreneur	NN	
5561	is	VBZ	
5562	Jae	NNP	
5563	Lee	NNP	
5564	founder	NN	
5565	and	CC	
5566	CEO	??	NN
5567	of	IN	
5568	Movable	NNP	
5569	Ads	??	NNPS
5570	a	DT	
5571	mobile	JJ	
5572	advertising	NN	
5573	application	NN	
5574	that	??	WDT
5575	empowers	??	VBZ
5576	sports	NNS	
5577	fans	NNS	
5578	from	IN	
5579	all	??	RB
5580	over	IN	
5581	the	DT	
5582	world	NN	
5583	to	TO	
5584	engage	VB	
5585	and	CC	
5586	cheer	VB	
5587	on	IN	
5588	their	PRP$	
5589	favorite	JJ	
5590	teams	NNS	
5591	or	CC	
5592	players	NNS	
5593	in	IN	
5594	real	JJ	
5595	time	NN	
5596	The	DT	
5597	company	NN	
5598	has	VBZ	
5599	offices	NNS	
5600	in	IN	
5601	Texas	NNP	
5602	and	CC	
5603	Seoul	NNP	
5604	and	CC	
5605	has	VBZ	
5606	already	RB	
5607	begun	VBN	
5608	to	TO	
5609	expand	VB	
5610	into	IN	
5611	the	DT	
5612	European	JJ	
5613	market	NN	
5614	with	IN	
5615	a	DT	
5616	another	DT	
5617	branch	NN	
5618	in	IN	
5619	Germany	NNP	
5620	The	DT	
5621	TPP	??	NNP
5622	would	MD	
5623	create	VB	
5624	an	DT	
5625	environment	NN	
5626	hostile	??	JJ
5627	to	??	TO
5628	journalists	NNS	
5629	and	CC	
5630	whistleblowers	NNS	
5631	said	VBD	
5632	policy	NN	
5633	directors	NNS	
5634	for	IN	
5635	the	DT	
5636	Electronic	??	NNP
5637	Frontier	NNP	
5638	Foundation	NNP	
5639	and	CC	
5640	Fight	??	NNP
5641	for	IN	
5642	the	DT	
5643	Future	??	NNP
5644	of	IN	
5645	the	DT	
5646	letter	NN	
5647	trade	NN	
5648	secrets	NNS	
5649	provisions	NNS	
5650	could	MD	
5651	make	VB	
5652	it	PRP	
5653	a	DT	
5654	crime	NN	
5655	for	IN	
5656	people	NNS	
5657	to	TO	
5658	reveal	VB	
5659	corporate	JJ	
5660	wrongdoing	NN	
5661	through	IN	
5662	a	DT	
5663	computer	NN	
5664	system	NN	
5665	says	VBZ	
5666	the	DT	
5667	letter	NN	
5668	The	DT	
5669	language	NN	
5670	is	VBZ	
5671	dangerously	RB	
5672	vague	JJ	
5673	and	CC	
5674	enables	VBZ	
5675	signatory	JJ	
5676	countries	NNS	
5677	to	TO	
5678	enact	VB	
5679	rules	NNS	
5680	that	WDT	
5681	would	MD	
5682	ban	VB	
5683	reporting	??	VBZ
5684	on	IN	
5685	timely	JJ	
5686	critical	JJ	
5687	issues	NNS	
5688	affecting	VBG	
5689	the	DT	
5690	public	??	NN
5691	Among	IN	
5692	the	DT	
5693	signatories	NNS	
5694	are	VBP	
5695	activist	??	NN
5696	author	NN	
5697	and	CC	
5698	Guardian	NNP	
5699	tech	NN	
5700	columnist	NN	
5701	Cory	NNP	
5702	Doctorow	NNP	
5703	Democracies	NNS	
5704	make	VBP	
5705	their	PRP$	
5706	laws	NNS	
5707	in	IN	
5708	public	??	NN
5709	not	RB	
5710	in	IN	
5711	rooms	NNS	
5712	Doctorow	NNP	
5713	wrote	VBD	
5714	If	IN	
5715	backers	NNS	
5716	truly	RB	
5717	believed	VBD	
5718	that	IN	
5719	they	PRP	
5720	were	VBD	
5721	doing	VBG	
5722	the	DT	
5723	??	NNS	
5724	work	NN	
5725	have	??	VB
5726	invited	VBN	
5727	the	DT	
5728	people	NNS	
5729	into	IN	
5730	the	DT	
5731	room	NN	
5732	The	DT	
5733	fact	NN	
5734	that	IN	
5735	they	PRP	
5736	went	VBD	
5737	to	??	TO
5738	extreme	JJ	
5739	unprecedented	JJ	
5740	measures	NNS	
5741	to	TO	
5742	stop	VB	
5743	anyone	NN	
5744	from	IN	
5745	finding	VBG	
5746	out	RP	
5747	what	WP	
5748	was	VBD	
5749	going	VBG	
5750	on	??	IN
5751	even	RB	
5752	going	VBG	
5753	so	RB	
5754	far	RB	
5755	as	IN	
5756	to	TO	
5757	threaten	VB	
5758	Congress	NNP	
5759	with	IN	
5760	jail	NN	
5761	if	IN	
5762	they	PRP	
5763	spoke	VBD	
5764	about	IN	
5765	it	PRP	
5766	tells	VBZ	
5767	you	PRP	
5768	that	IN	
5769	this	DT	
5770	is	VBZ	
5771	something	NN	
5772	being	VBG	
5773	done	VBN	
5774	to	??	TO
5775	Americans	NNPS	
5776	not	RB	
5777	for	??	IN
5778	Americans	NNPS	
5779	Also	RB	
5780	on	IN	
5781	the	DT	
5782	list	NN	
5783	were	VBD	
5784	prominent	JJ	
5785	members	NNS	
5786	of	IN	
5787	the	DT	
5788	open	JJ	
5789	source	NN	
5790	community	NN	
5791	including	VBG	
5792	David	NNP	
5793	Heinemeier	NNP	
5794	Hansson	NNP	
5795	creator	NN	
5796	of	IN	
5797	the	DT	
5798	popular	JJ	
5799	Ruby	NNP	
5800	on	IN	
5801	Rails	NNPS	
5802	web	NN	
5803	development	NN	
5804	framework	NN	
5805	image	NN	
5806	hosting	??	VBN
5807	company	NN	
5808	Imgur	NNP	
5809	and	CC	
5810	domain	NN	
5811	name	NN	
5812	manager	NN	
5813	Namecheap	??	NNP
5814	The	DT	
5815	hacking	??	VBN
5816	group	NN	
5817	that	WDT	
5818	calls	VBZ	
5819	itself	PRP	
5820	Anonymous	??	NNP
5821	following	VBG	
5822	through	IN	
5823	on	IN	
5824	a	DT	
5825	video	NN	
5826	threat	NN	
5827	revealed	VBD	
5828	the	DT	
5829	names	NNS	
5830	of	IN	
5831	two	CD	
5832	of	IN	
5833	the	DT	
5834	Vineland	NNP	
5835	NJ	NNP	
5836	officers	NNS	
5837	involved	VBN	
5838	in	IN	
5839	a	DT	
5840	fatal	JJ	
5841	arrest	NN	
5842	last	JJ	
5843	week	NN	
5844	and	CC	
5845	officials	NNS	
5846	confirmed	VBD	
5847	the	DT	
5848	names	NNS	
5849	Tuesday	NNP	
5850	Chief	NNP	
5851	Timothy	NNP	
5852	Codispoti	NNP	
5853	posted	VBD	
5854	recordings	NNS	
5855	of	IN	
5856	the	DT	
5857	911	CD	
5858	call	NN	
5859	and	CC	
5860	police	NN	
5861	dispatches	NNS	
5862	from	IN	
5863	the	DT	
5864	arrest	NN	
5865	of	IN	
5866	Phillip	NNP	
5867	White	NNP	
5868	on	IN	
5869	the	DT	
5870	department	NN	
5871	s	POS	
5872	Facebook	??	NNP
5873	page	NN	
5874	A	DT	
5875	lawyer	NN	
5876	representing	VBG	
5877	the	DT	
5878	three	CD	
5879	officers	NNS	
5880	involved	VBN	
5881	in	IN	
5882	the	DT	
5883	incident	NN	
5884	confirmed	VBD	
5885	their	PRP$	
5886	names	NNS	
5887	as	??	IN
5888	did	VBD	
5889	the	DT	
5890	chief	NN	
5891	who	WP	
5892	was	VBD	
5893	cited	VBN	
5894	by	IN	
5895	NJcom	NNP	
5896	Police	NNS	
5897	used	VBD	
5898	a	DT	
5899	dog	NN	
5900	to	TO	
5901	restrain	VB	
5902	White	NNP	
5903	32	CD	
5904	of	IN	
5905	Vineland	NNP	
5906	after	IN	
5907	they	PRP	
5908	said	VBD	
5909	he	PRP	
5910	tried	VBD	
5911	to	TO	
5912	reach	VB	
5913	for	IN	
5914	one	CD	
5915	of	IN	
5916	the	DT	
5917	officers	NNS	
5918	weapons	NNS	
5919	on	IN	
5920	March	NNP	
5921	31	CD	
5922	White	NNP	
5923	s	POS	
5924	family	NN	
5925	and	CC	
5926	a	DT	
5927	rights	NNS	
5928	activist	NN	
5929	citing	VBG	
5930	witnesses	NNS	
5931	allege	??	VB
5932	that	IN	
5933	the	DT	
5934	officers	NNS	
5935	punched	VBD	
5936	and	CC	
5937	beat	VBD	
5938	White	NNP	
5939	before	IN	
5940	he	PRP	
5941	was	VBD	
5942	placed	VBN	
5943	in	IN	
5944	an	DT	
5945	ambulance	NN	
5946	for	IN	
5947	respiratory	JJ	
5948	distress	NN	
5949	They	PRP	
5950	also	RB	
5951	point	VBP	
5952	to	??	TO
5953	a	DT	
5954	bystander	NN	
5955	s	POS	
5956	cellphone	NN	
5957	video	NN	
5958	which	WDT	
5959	they	PRP	
5960	say	VBP	
5961	shows	??	VBZ
5962	a	DT	
5963	police	NN	
5964	dog	NN	
5965	biting	VBG	
5966	White	NNP	
5967	as	IN	
5968	he	PRP	
5969	lies	VBZ	
5970	on	IN	
5971	the	DT	
5972	ground	NN	
5973	On	IN	
5974	Tuesday	NNP	
5975	the	DT	
5976	names	NNS	
5977	home	NN	
5978	addresses	NNS	
5979	and	CC	
5980	phone	NN	
5981	numbers	NNS	
5982	of	IN	
5983	Officers	??	NNS
5984	Louis	NNP	
5985	Platania	NNP	
5986	and	CC	
5987	Jeffrey	NNP	
5988	Travaline	NNP	
5989	were	VBD	
5990	posted	VBN	
5991	on	IN	
5992	a	DT	
5993	website	NN	
5994	that	WDT	
5995	has	VBZ	
5996	been	VBN	
5997	used	VBN	
5998	by	IN	
5999	Anonymous	??	NNP
6000	hackers	NNS	
6001	Stuart	NNP	
6002	Alterman	NNP	
6003	who	WP	
6004	said	VBD	
6005	he	PRP	
6006	has	VBZ	
6007	been	VBN	
6008	hired	VBN	
6009	by	IN	
6010	the	DT	
6011	police	??	NN
6012	union	NN	
6013	to	TO	
6014	represent	VB	
6015	the	DT	
6016	three	CD	
6017	officers	NNS	
6018	called	VBD	
6019	the	DT	
6020	release	NN	
6021	of	IN	
6022	names	NNS	
6023	by	IN	
6024	Anonymous	??	NNP
6025	unfortunate	??	JJ
6026	saying	VBG	
6027	the	DT	
6028	investigation	NN	
6029	should	MD	
6030	be	VB	
6031	allowed	VBN	
6032	to	TO	
6033	play	VB	
6034	out	RP	
